[1, 'label']	37
[2, 's1', 'heading']	Making the Ark
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'note', 'x']	#For ver. 1-9, see ch.25:10-20
[5, 'p1', 'verse', 'v1', 'content']	Bezalel made the ark of acacia wood. Two cubits
[6, 'p1', 'verse', 'v1', 'note', 'f']	#37:1Acubitwas about 18 inches or 45 centimeters
[7, 'p1', 'verse', 'v1', 'content']	and a half was its length, a cubit and a half its breadth, and a cubit and a half its height.
['v001_ESV_EXO_037', 8, 'p1', 'verse', 'v1', 'plain_text']	1 Bezalel made the ark of acacia wood. Two cubits and a half was its length, a cubit and a half its breadth, and a cubit and a half its height.
[9, 'p1', 'verse', 'v2', 'label']	2
[10, 'p1', 'verse', 'v2', 'content']	And he overlaid it with pure gold inside and outside, and made a molding of gold around it.
['v002_ESV_EXO_037', 11, 'p1', 'verse', 'v2', 'plain_text']	2 And he overlaid it with pure gold inside and outside, and made a molding of gold around it.
[12, 'p1', 'verse', 'v3', 'label']	3
[13, 'p1', 'verse', 'v3', 'content']	And he cast for it four rings of gold for its
[14, 'p1', 'verse', 'v3', 'note', 'x']	#ch.25:12
[15, 'p1', 'verse', 'v3', 'content']	four feet, two rings on its one side and two rings on its other side.
['v003_ESV_EXO_037', 16, 'p1', 'verse', 'v3', 'plain_text']	3 And he cast for it four rings of gold for its four feet, two rings on its one side and two rings on its other side.
[17, 'p1', 'verse', 'v4', 'label']	4
[18, 'p1', 'verse', 'v4', 'content']	And he made poles of acacia wood and overlaid them with gold
['v004_ESV_EXO_037', 19, 'p1', 'verse', 'v4', 'plain_text']	4 And he made poles of acacia wood and overlaid them with gold
[20, 'p1', 'verse', 'v5', 'label']	5
[21, 'p1', 'verse', 'v5', 'content']	and put the poles into the rings on the sides of the ark to carry the ark.
['v005_ESV_EXO_037', 22, 'p1', 'verse', 'v5', 'plain_text']	5 and put the poles into the rings on the sides of the ark to carry the ark.
[23, 'p1', 'verse', 'v6', 'label']	6
[24, 'p1', 'verse', 'v6', 'content']	And he made a mercy seat of pure gold. Two cubits and a half was its length, and a cubit and a half its breadth.
['v006_ESV_EXO_037', 25, 'p1', 'verse', 'v6', 'plain_text']	6 And he made a mercy seat of pure gold. Two cubits and a half was its length, and a cubit and a half its breadth.
[26, 'p1', 'verse', 'v7', 'label']	7
[27, 'p1', 'verse', 'v7', 'content']	And he made two cherubim of gold. He made them of hammered work on the two ends of the mercy seat,
['v007_ESV_EXO_037', 28, 'p1', 'verse', 'v7', 'plain_text']	7 And he made two cherubim of gold. He made them of hammered work on the two ends of the mercy seat,
