[1, 'label']	28
[2, 's1', 'heading']	The Priests’ Garments
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	“Then bring near to you
[5, 'p1', 'verse', 'v1', 'note', 'x']	#Num. 18:7;Heb. 5:4
[6, 'p1', 'verse', 'v1', 'content']	Aaron your brother, and his sons with him, from among the people of Israel, to serve me as priests—Aaron and Aaron’s sons,
[7, 'p1', 'verse', 'v1', 'note', 'x']	#See ch.6:23
[8, 'p1', 'verse', 'v1', 'content']	Nadab and Abihu, Eleazar and Ithamar.
['v001_ESV_EXO_028', 9, 'p1', 'verse', 'v1', 'plain_text']	1 “Then bring near to you Aaron your brother, and his sons with him, from among the people of Israel, to serve me as priests—Aaron and Aaron’s sons, Nadab and Abihu, Eleazar and Ithamar.
[10, 'p1', 'verse', 'v2', 'label']	2
[11, 'p1', 'verse', 'v2', 'note', 'x']	#ver.40;ch.29:29;31:10;39:1,2;Lev. 8:7,30;Num. 20:26,28;See ch.29:5-9
[12, 'p1', 'verse', 'v2', 'content']	And you shall make holy garments for Aaron your brother, for glory and for beauty.
['v002_ESV_EXO_028', 13, 'p1', 'verse', 'v2', 'plain_text']	2 And you shall make holy garments for Aaron your brother, for glory and for beauty.
[14, 'p1', 'verse', 'v3', 'label']	3
[15, 'p1', 'verse', 'v3', 'content']	You shall speak to all the
[16, 'p1', 'verse', 'v3', 'note', 'x']	#ch.31:6;35:10,25;36:1
[17, 'p1', 'verse', 'v3', 'content']	skillful, whom I have filled with a spirit of skill, that they make Aaron’s garments to consecrate him for my priesthood.
['v003_ESV_EXO_028', 18, 'p1', 'verse', 'v3', 'plain_text']	3 You shall speak to all the skillful, whom I have filled with a spirit of skill, that they make Aaron’s garments to consecrate him for my priesthood.
[19, 'p1', 'verse', 'v4', 'label']	4
[20, 'p1', 'verse', 'v4', 'content']	These are the garments that they shall make: a
[21, 'p1', 'verse', 'v4', 'note', 'x']	#ver.15
[22, 'p1', 'verse', 'v4', 'content']	breastpiece, an
[23, 'p1', 'verse', 'v4', 'note', 'x']	#ver.6
[24, 'p1', 'verse', 'v4', 'content']	ephod,
[25, 'p1', 'verse', 'v4', 'note', 'x']	#ver.31
[26, 'p1', 'verse', 'v4', 'content']	a robe,
[27, 'p1', 'verse', 'v4', 'note', 'x']	#ver.39;[Lev. 8:7]
[28, 'p1', 'verse', 'v4', 'content']	a coat of checker work,
[29, 'p1', 'verse', 'v4', 'note', 'x']	#ver.39;[Lev. 8:7]
[30, 'p1', 'verse', 'v4', 'content']	a turban, and
[31, 'p1', 'verse', 'v4', 'note', 'x']	#ver.39;[Lev. 8:7]
[32, 'p1', 'verse', 'v4', 'content']	a sash. They shall make holy garments for Aaron your brother and his sons to serve me as priests.
['v004_ESV_EXO_028', 33, 'p1', 'verse', 'v4', 'plain_text']	4 These are the garments that they shall make: a breastpiece, an ephod, a robe, a coat of checker work, a turban, and a sash. They shall make holy garments for Aaron your brother and his sons to serve me as priests.
[34, 'p1', 'verse', 'v5', 'label']	5
[35, 'p1', 'verse', 'v5', 'content']	They shall receive
[36, 'p1', 'verse', 'v5', 'note', 'x']	#ch.25:3
[37, 'p1', 'verse', 'v5', 'content']	gold, blue and purple and scarlet yarns, and fine twined linen.
['v005_ESV_EXO_028', 38, 'p1', 'verse', 'v5', 'plain_text']	5 They shall receive gold, blue and purple and scarlet yarns, and fine twined linen.
[39, 'p2', 'verse', 'v6', 'label']	6
[40, 'p2', 'verse', 'v6', 'note', 'x']	#For ver. 6-12, see ch.39:2-7
[41, 'p2', 'verse', 'v6', 'content']	“And they shall make the ephod of gold, of blue and purple and scarlet yarns, and of fine twined linen, skillfully worked.
['v006_ESV_EXO_028', 42, 'p2', 'verse', 'v6', 'plain_text']	6 “And they shall make the ephod of gold, of blue and purple and scarlet yarns, and of fine twined linen, skillfully worked.
[43, 'p2', 'verse', 'v7', 'label']	7
