[1, 'label']	26
[2, 's1', 'heading']	The Tabernacle
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	“Moreover,
[5, 'p1', 'verse', 'v1', 'note', 'x']	#For ver. 1-37, see ch.36:8-38
[6, 'p1', 'verse', 'v1', 'content']	you shall make the
[7, 'p1', 'verse', 'v1', 'note', 'x']	#ch.25:9
[8, 'p1', 'verse', 'v1', 'content']	tabernacle with ten curtains of
[9, 'p1', 'verse', 'v1', 'note', 'x']	#ver.31, 36;ch.28:6,15;36:8,35;39:3,8
[10, 'p1', 'verse', 'v1', 'content']	fine twined linen and blue and purple and scarlet yarns; you shall make them with cherubim
[11, 'p1', 'verse', 'v1', 'note', 'x']	#ver.31, 36;ch.28:6,15;36:8,35;39:3,8
[12, 'p1', 'verse', 'v1', 'content']	skillfully worked into them.
['v001_ESV_EXO_026', 13, 'p1', 'verse', 'v1', 'plain_text']	1 “Moreover, you shall make the tabernacle with ten curtains of fine twined linen and blue and purple and scarlet yarns; you shall make them with cherubim skillfully worked into them.
[14, 'p1', 'verse', 'v2', 'label']	2
[15, 'p1', 'verse', 'v2', 'content']	The length of each curtain shall be twenty-eight cubits,
[16, 'p1', 'verse', 'v2', 'note', 'f']	#26:2Acubitwas about 18 inches or 45 centimeters
[17, 'p1', 'verse', 'v2', 'content']	and the breadth of each curtain four cubits; all the curtains shall be the same size.
['v002_ESV_EXO_026', 18, 'p1', 'verse', 'v2', 'plain_text']	2 The length of each curtain shall be twenty-eight cubits, and the breadth of each curtain four cubits; all the curtains shall be the same size.
[19, 'p1', 'verse', 'v3', 'label']	3
[20, 'p1', 'verse', 'v3', 'content']	Five curtains shall be coupled to one another, and the other five curtains shall be coupled to one another.
['v003_ESV_EXO_026', 21, 'p1', 'verse', 'v3', 'plain_text']	3 Five curtains shall be coupled to one another, and the other five curtains shall be coupled to one another.
[22, 'p1', 'verse', 'v4', 'label']	4
[23, 'p1', 'verse', 'v4', 'content']	And you shall make loops of blue on the edge of the outermost curtain in the first set. Likewise you shall make loops on the edge of the outermost curtain in the second set.
['v004_ESV_EXO_026', 24, 'p1', 'verse', 'v4', 'plain_text']	4 And you shall make loops of blue on the edge of the outermost curtain in the first set. Likewise you shall make loops on the edge of the outermost curtain in the second set.
[25, 'p1', 'verse', 'v5', 'label']	5
[26, 'p1', 'verse', 'v5', 'content']	Fifty loops you shall make on the one curtain, and fifty loops you shall make on the edge of the curtain that is in the second set; the loops shall be opposite one another.
['v005_ESV_EXO_026', 27, 'p1', 'verse', 'v5', 'plain_text']	5 Fifty loops you shall make on the one curtain, and fifty loops you shall make on the edge of the curtain that is in the second set; the loops shall be opposite one another.
[28, 'p1', 'verse', 'v6', 'label']	6
[29, 'p1', 'verse', 'v6', 'content']	And you shall make fifty clasps of gold, and couple the curtains one to the other with the clasps, so that the tabernacle may be a single whole.
['v006_ESV_EXO_026', 30, 'p1', 'verse', 'v6', 'plain_text']	6 And you shall make fifty clasps of gold, and couple the curtains one to the other with the clasps, so that the tabernacle may be a single whole.
[31, 'p2', 'verse', 'v7', 'label']	7
[32, 'p2', 'verse', 'v7', 'content']	“You shall also make
[33, 'p2', 'verse', 'v7', 'note', 'x']	#ch.36:14
[34, 'p2', 'verse', 'v7', 'content']	curtains of goats’ hair for a tent over the tabernacle; eleven curtains shall you make.
['v007_ESV_EXO_026', 35, 'p2', 'verse', 'v7', 'plain_text']	7 “You shall also make curtains of goats’ hair for a tent over the tabernacle; eleven curtains shall you make.
[36, 'p2', 'verse', 'v8', 'label']	8
[37, 'p2', 'verse', 'v8', 'content']	The length of each curtain shall be thirty cubits, and the breadth of each curtain four cubits. The eleven curtains shall be the same size.
