[1, 'label']	5
[2, 's1', 'heading']	Making Bricks Without Straw
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Afterward Moses and Aaron went and said to Pharaoh, “Thus says the
[5, 'p1', 'verse', 'v1', 'nd']	Lord
[6, 'p1', 'verse', 'v1', 'content']	, the God of Israel, ‘Let my people go, that they may hold
[7, 'p1', 'verse', 'v1', 'note', 'x']	#ch.10:9
[8, 'p1', 'verse', 'v1', 'content']	a feast to me in the wilderness.’”
['v001_ESV_EXO_005', 9, 'p1', 'verse', 'v1', 'plain_text']	1 Afterward Moses and Aaron went and said to Pharaoh, “Thus says the Lord , the God of Israel, ‘Let my people go, that they may hold a feast to me in the wilderness.’”
[10, 'p1', 'verse', 'v2', 'label']	2
[11, 'p1', 'verse', 'v2', 'content']	But Pharaoh said,
[12, 'p1', 'verse', 'v2', 'note', 'x']	#[2 Kgs. 18:35;Job 21:15]
[13, 'p1', 'verse', 'v2', 'content']	“Who is the
[14, 'p1', 'verse', 'v2', 'nd']	Lord
[15, 'p1', 'verse', 'v2', 'content']	, that I should obey his voice and let Israel go? I do not know the
[16, 'p1', 'verse', 'v2', 'nd']	Lord
[17, 'p1', 'verse', 'v2', 'content']	, and moreover,
[18, 'p1', 'verse', 'v2', 'note', 'x']	#ch.3:19
[19, 'p1', 'verse', 'v2', 'content']	I will not let Israel go.”
['v002_ESV_EXO_005', 20, 'p1', 'verse', 'v2', 'plain_text']	2 But Pharaoh said, “Who is the Lord , that I should obey his voice and let Israel go? I do not know the Lord , and moreover, I will not let Israel go.”
[21, 'p1', 'verse', 'v3', 'label']	3
[22, 'p1', 'verse', 'v3', 'content']	Then they said, “The
[23, 'p1', 'verse', 'v3', 'note', 'x']	#ch.3:18;7:16;9:1,13
[24, 'p1', 'verse', 'v3', 'content']	God of the Hebrews has met with us. Please let us go a three days’ journey into the wilderness that we may sacrifice to the
[25, 'p1', 'verse', 'v3', 'nd']	Lord
[26, 'p1', 'verse', 'v3', 'content']	our God, lest he fall upon us with pestilence or with the sword.”
['v003_ESV_EXO_005', 27, 'p1', 'verse', 'v3', 'plain_text']	3 Then they said, “The God of the Hebrews has met with us. Please let us go a three days’ journey into the wilderness that we may sacrifice to the Lord our God, lest he fall upon us with pestilence or with the sword.”
[28, 'p1', 'verse', 'v4', 'label']	4
[29, 'p1', 'verse', 'v4', 'content']	But the king of Egypt said to them, “Moses and Aaron, why do you take the people away from their work? Get back to your
[30, 'p1', 'verse', 'v4', 'note', 'x']	#ch.1:11
[31, 'p1', 'verse', 'v4', 'content']	burdens.”
['v004_ESV_EXO_005', 32, 'p1', 'verse', 'v4', 'plain_text']	4 But the king of Egypt said to them, “Moses and Aaron, why do you take the people away from their work? Get back to your burdens.”
[33, 'p1', 'verse', 'v5', 'label']	5
[34, 'p1', 'verse', 'v5', 'content']	And Pharaoh said, “Behold,
[35, 'p1', 'verse', 'v5', 'note', 'x']	#ch.1:7,9
[36, 'p1', 'verse', 'v5', 'content']	the people of the land are now many,
[37, 'p1', 'verse', 'v5', 'note', 'f']	#5:5Samaritanthey are now more numerous than the people of the land
[38, 'p1', 'verse', 'v5', 'content']	and you make them rest from their burdens!”
['v005_ESV_EXO_005', 39, 'p1', 'verse', 'v5', 'plain_text']	5 And Pharaoh said, “Behold, the people of the land are now many, and you make them rest from their burdens!”
[40, 'p1', 'verse', 'v6', 'label']	6
[41, 'p1', 'verse', 'v6', 'content']	The same day Pharaoh commanded the
[42, 'p1', 'verse', 'v6', 'note', 'x']	#ch.3:7
[43, 'p1', 'verse', 'v6', 'content']	taskmasters of the people and their
[44, 'p1', 'verse', 'v6', 'note', 'x']	#ver.14, 15, 19
[45, 'p1', 'verse', 'v6', 'content']	foremen,
['v006_ESV_EXO_005', 46, 'p1', 'verse', 'v6', 'plain_text']	6 The same day Pharaoh commanded the taskmasters of the people and their foremen,
[47, 'p1', 'verse', 'v7', 'label']	7
[48, 'p1', 'verse', 'v7', 'content']	“You shall no longer give the people straw to make bricks, as in the past; let them go and gather straw for themselves.
['v007_ESV_EXO_005', 49, 'p1', 'verse', 'v7', 'plain_text']	7 “You shall no longer give the people straw to make bricks, as in the past; let them go and gather straw for themselves.
[50, 'p1', 'verse', 'v8', 'label']	8
[51, 'p1', 'verse', 'v8', 'content']	But the number of bricks that they made in the past you shall impose on them, you shall by no means reduce it, for they are idle. Therefore they cry, ‘Let us go and offer sacrifice to our God.’
['v008_ESV_EXO_005', 52, 'p1', 'verse', 'v8', 'plain_text']	8 But the number of bricks that they made in the past you shall impose on them, you shall by no means reduce it, for they are idle. Therefore they cry, ‘Let us go and offer sacrifice to our God.’
[53, 'p1', 'verse', 'v9', 'label']	9
[54, 'p1', 'verse', 'v9', 'content']	Let heavier work be laid on the men that they may labor at it and pay no regard to lying words.”
['v009_ESV_EXO_005', 55, 'p1', 'verse', 'v9', 'plain_text']	9 Let heavier work be laid on the men that they may labor at it and pay no regard to lying words.”
[56, 'p2', 'verse', 'v10', 'label']	10
[57, 'p2', 'verse', 'v10', 'content']	So the
[58, 'p2', 'verse', 'v10', 'note', 'x']	#ch.3:7
[59, 'p2', 'verse', 'v10', 'content']	taskmasters and the foremen of the people went out and said to the people, “Thus says Pharaoh, ‘I will not give you straw.
['v010_ESV_EXO_005', 60, 'p2', 'verse', 'v10', 'plain_text']	10 So the taskmasters and the foremen of the people went out and said to the people, “Thus says Pharaoh, ‘I will not give you straw.
[61, 'p2', 'verse', 'v11', 'label']	11
[62, 'p2', 'verse', 'v11', 'content']	Go and get your straw yourselves wherever you can find it, but your work will not be reduced in the least.’”
['v011_ESV_EXO_005', 63, 'p2', 'verse', 'v11', 'plain_text']	11 Go and get your straw yourselves wherever you can find it, but your work will not be reduced in the least.’”
[64, 'p2', 'verse', 'v12', 'label']	12
