[1, 'label']	24
[2, 's1', 'heading']	The Covenant Confirmed
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Then he said to Moses, “Come up to the
[5, 'p1', 'verse', 'v1', 'nd']	Lord
[6, 'p1', 'verse', 'v1', 'content']	, you and Aaron,
[7, 'p1', 'verse', 'v1', 'note', 'x']	#ch.28:1;See ch.6:23
[8, 'p1', 'verse', 'v1', 'content']	Nadab, and Abihu, and
[9, 'p1', 'verse', 'v1', 'note', 'x']	#Num. 11:16
[10, 'p1', 'verse', 'v1', 'content']	seventy of the elders of Israel, and worship from afar.
['v001_ESV_EXO_024', 11, 'p1', 'verse', 'v1', 'plain_text']	1 Then he said to Moses, “Come up to the Lord , you and Aaron, Nadab, and Abihu, and seventy of the elders of Israel, and worship from afar.
[12, 'p1', 'verse', 'v2', 'label']	2
[13, 'p1', 'verse', 'v2', 'content']	Moses
[14, 'p1', 'verse', 'v2', 'note', 'x']	#ver.13, 15, 18
[15, 'p1', 'verse', 'v2', 'content']	alone shall come near to the
[16, 'p1', 'verse', 'v2', 'nd']	Lord
[17, 'p1', 'verse', 'v2', 'content']	, but the others shall not come near, and the people shall not come up with him.”
['v002_ESV_EXO_024', 18, 'p1', 'verse', 'v2', 'plain_text']	2 Moses alone shall come near to the Lord , but the others shall not come near, and the people shall not come up with him.”
[19, 'p2', 'verse', 'v3', 'label']	3
[20, 'p2', 'verse', 'v3', 'content']	Moses came and told the people all the words of the
[21, 'p2', 'verse', 'v3', 'nd']	Lord
[22, 'p2', 'verse', 'v3', 'content']	and
[23, 'p2', 'verse', 'v3', 'note', 'x']	#ch.21:1
[24, 'p2', 'verse', 'v3', 'content']	all the rules.
[25, 'p2', 'verse', 'v3', 'note', 'f']	#24:3Orall the just decrees
[26, 'p2', 'verse', 'v3', 'content']	And all the people answered with one voice and said,
[27, 'p2', 'verse', 'v3', 'note', 'x']	#ch.19:8;Deut. 5:27
[28, 'p2', 'verse', 'v3', 'content']	“All the words that the
[29, 'p2', 'verse', 'v3', 'nd']	Lord
[30, 'p2', 'verse', 'v3', 'content']	has spoken we will do.”
['v003_ESV_EXO_024', 31, 'p2', 'verse', 'v3', 'plain_text']	3 Moses came and told the people all the words of the Lord and all the rules. And all the people answered with one voice and said, “All the words that the Lord has spoken we will do.”
[32, 'p2', 'verse', 'v4', 'label']	4
[33, 'p2', 'verse', 'v4', 'content']	And
[34, 'p2', 'verse', 'v4', 'note', 'x']	#Deut. 31:9
[35, 'p2', 'verse', 'v4', 'content']	Moses wrote down all the words of the
[36, 'p2', 'verse', 'v4', 'nd']	Lord
[37, 'p2', 'verse', 'v4', 'content']	. He rose early in the morning and built an altar at the foot of the mountain, and twelve
[38, 'p2', 'verse', 'v4', 'note', 'x']	#Gen. 28:18;31:45;[ch.23:24]
[39, 'p2', 'verse', 'v4', 'content']	pillars, according to the twelve tribes of Israel.
['v004_ESV_EXO_024', 40, 'p2', 'verse', 'v4', 'plain_text']	4 And Moses wrote down all the words of the Lord . He rose early in the morning and built an altar at the foot of the mountain, and twelve pillars, according to the twelve tribes of Israel.
[41, 'p2', 'verse', 'v5', 'label']	5
[42, 'p2', 'verse', 'v5', 'content']	And he sent young men of the people of Israel, who offered burnt offerings and sacrificed peace offerings of oxen to the
[43, 'p2', 'verse', 'v5', 'nd']	Lord
[44, 'p2', 'verse', 'v5', 'content']	.
['v005_ESV_EXO_024', 45, 'p2', 'verse', 'v5', 'plain_text']	5 And he sent young men of the people of Israel, who offered burnt offerings and sacrificed peace offerings of oxen to the Lord .
[46, 'p2', 'verse', 'v6', 'label']	6
[47, 'p2', 'verse', 'v6', 'content']	And
[48, 'p2', 'verse', 'v6', 'note', 'x']	#Heb. 9:18,19
[49, 'p2', 'verse', 'v6', 'content']	Moses took half of the blood and put it in basins, and half of the blood he threw against the altar.
['v006_ESV_EXO_024', 50, 'p2', 'verse', 'v6', 'plain_text']	6 And Moses took half of the blood and put it in basins, and half of the blood he threw against the altar.
[51, 'p2', 'verse', 'v7', 'label']	7
[52, 'p2', 'verse', 'v7', 'content']	Then he took the Book of the Covenant and read it in the hearing of the people. And they said,
[53, 'p2', 'verse', 'v7', 'note', 'x']	#[See ver.3above]
[54, 'p2', 'verse', 'v7', 'content']	“All that the
[55, 'p2', 'verse', 'v7', 'nd']	Lord
[56, 'p2', 'verse', 'v7', 'content']	has spoken we will do, and we will be obedient.”
['v007_ESV_EXO_024', 57, 'p2', 'verse', 'v7', 'plain_text']	7 Then he took the Book of the Covenant and read it in the hearing of the people. And they said, “All that the Lord has spoken we will do, and we will be obedient.”
[58, 'p2', 'verse', 'v8', 'label']	8
[59, 'p2', 'verse', 'v8', 'note', 'x']	#CitedHeb. 9:19,20;[Heb. 13:20;1 Pet. 1:2]
[60, 'p2', 'verse', 'v8', 'content']	And Moses took the blood and threw it on the people and said, “Behold the blood of the covenant that the
[61, 'p2', 'verse', 'v8', 'nd']	Lord
[62, 'p2', 'verse', 'v8', 'content']	has made with you in accordance with all these words.”
['v008_ESV_EXO_024', 63, 'p2', 'verse', 'v8', 'plain_text']	8 And Moses took the blood and threw it on the people and said, “Behold the blood of the covenant that the Lord has made with you in accordance with all these words.”
[64, 'p3', 'verse', 'v9', 'label']	9
[65, 'p3', 'verse', 'v9', 'content']	Then Moses and Aaron, Nadab, and Abihu, and
[66, 'p3', 'verse', 'v9', 'note', 'x']	#Num. 11:16
[67, 'p3', 'verse', 'v9', 'content']	seventy of the elders of Israel
[68, 'p3', 'verse', 'v9', 'note', 'x']	#[ver.1]
[69, 'p3', 'verse', 'v9', 'content']	went up,
['v009_ESV_EXO_024', 70, 'p3', 'verse', 'v9', 'plain_text']	9 Then Moses and Aaron, Nadab, and Abihu, and seventy of the elders of Israel went up,
[71, 'p3', 'verse', 'v10', 'label']	10
[72, 'p3', 'verse', 'v10', 'content']	and they
[73, 'p3', 'verse', 'v10', 'note', 'x']	#Gen. 32:30;Judg. 13:22;Isa. 6:1,5;[ch.33:20,23;John 1:18;1 Tim. 6:16;1 John 4:12,20]
[74, 'p3', 'verse', 'v10', 'content']	saw the God of Israel. There was under his feet as it were a pavement of
[75, 'p3', 'verse', 'v10', 'note', 'x']	#Ezek. 1:26;10:1
[76, 'p3', 'verse', 'v10', 'content']	sapphire stone, like the very heaven for clearness.
['v010_ESV_EXO_024', 77, 'p3', 'verse', 'v10', 'plain_text']	10 and they saw the God of Israel. There was under his feet as it were a pavement of sapphire stone, like the very heaven for clearness.
